Longname	Mapped	Info	Panth_fam	Pant_prot_class	Species	Molecular_function	Bio_process	Cellular_component
VIBCH|EnsemblGenome=VC_0622|UniProtKB=Q9KUA1	VC_0622	Histidine kinase;VC_0622;ortholog	LP18708P (PTHR43719:SF28)	esterase(PC00097);protein kinase(PC00193);transcription factor(PC00218)	Vibrio cholerae	phosphorelay sensor kinase activity(GO:0000155);phosphorelay response regulator activity(GO:0000156);nucleotide binding(GO:0000166);protein histidine kinase activity(GO:0004673);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);transferase activity, transferring phosphorus-containing groups(GO:0016772)	phosphorelay signal transduction system(GO:0000160);signal transduction(GO:0007165);phosphorylation(GO:0016310);peptidyl-histidine phosphorylation(GO:0018106);signal transduction by protein phosphorylation(GO:0023014)	intracellular(GO:0005622);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_A0447|UniProtKB=H9L4S1	VC_A0447	Methyltransferase;VC_A0447;ortholog	DNA ADENINE METHYLTRANSFERASE YHDJ (PTHR13370:SF23)		Vibrio cholerae	DNA binding(GO:0003677);N-methyltransferase activity(GO:0008170)	DNA methylation(GO:0006306)	
VIBCH|EnsemblGenome=VC_A0855|UniProtKB=Q9KL91	VC_A0855	ABC transporter, ATP-binding protein;VC_A0855;ortholog	ABC TRANSPORTER H FAMILY MEMBER 2 (PTHR24220:SF86)	ATP-binding cassette (ABC) transporter(PC00003)	Vibrio cholerae	nucleotide binding(GO:0000166);ATP binding(GO:0005524);ATPase activity(GO:0016887);ATPase activity, coupled to transmembrane movement of substances(GO:0042626)	transmembrane transport(GO:0055085)	
VIBCH|EnsemblGenome=VC_0767|UniProtKB=Q9KTW3	VC_0767	Inosine-5'-monophosphate dehydrogenase;guaB;ortholog	INOSINE-5'-MONOPHOSPHATE DEHYDROGENASE (PTHR11911:SF128)	dehydrogenase(PC00092);metalloprotease(PC00153);reductase(PC00198)	Vibrio cholerae	nucleotide binding(GO:0000166);catalytic activity(GO:0003824);IMP dehydrogenase activity(GO:0003938);oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872)	purine nucleotide biosynthetic process(GO:0006164);GMP biosynthetic process(GO:0006177);GTP biosynthetic process(GO:0006183);purine ribonucleotide biosynthetic process(GO:0009152);oxidation-reduction process(GO:0055114)	cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_0833|UniProtKB=P29491	VC_0833	Toxin coregulated pilus biosynthesis protein D;tcpD;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	pilus assembly(GO:0009297);pathogenesis(GO:0009405)	plasma membrane(GO:0005886);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_1186|UniProtKB=Q9KSS0	VC_1186	SanA protein;VC_1186;ortholog	PROTEIN SANA (PTHR30336:SF0)	transporter(PC00227)	Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150);response to drug(GO:0042493)	plasma membrane(GO:0005886);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_1757|UniProtKB=Q9KR85	VC_1757	Transporter, AcrB/D/F family;VC_1757;ortholog	SUBFAMILY NOT NAMED (PTHR32063:SF18)		Vibrio cholerae	transporter activity(GO:0005215);transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_A0223|UniProtKB=Q9KMU6	VC_A0223	Pre-pro-metalloprotease PrtV;prtV;ortholog	SUBFAMILY NOT NAMED (PTHR13062:SF11)	metalloprotease(PC00153)	Vibrio cholerae	peptidase activity(GO:0008233);metallopeptidase activity(GO:0008237);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)	proteolysis(GO:0006508);pathogenesis(GO:0009405);cytolysis(GO:0019835)	extracellular region(GO:0005576)
VIBCH|EnsemblGenome=VC_A0351|UniProtKB=Q9KMJ5	VC_A0351	Uncharacterized protein;VC_A0351;ortholog	SUBFAMILY NOT NAMED (PTHR37103:SF1)		Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_A0059|UniProtKB=Q9KNA6	VC_A0059	Major outer membrane lipoprotein;VC_A0059;ortholog	MAJOR OUTER MEMBRANE PROLIPOPROTEIN LPP (PTHR38763:SF1)		Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cell outer membrane(GO:0009279);outer membrane(GO:0019867)
VIBCH|EnsemblGenome=VC_0061|UniProtKB=Q9KVS8	VC_0061	Phosphomethylpyrimidine synthase;thiC;ortholog	PHOSPHOMETHYLPYRIMIDINE SYNTHASE, CHLOROPLASTIC (PTHR30557:SF1)		Vibrio cholerae	catalytic activity(GO:0003824);lyase activity(GO:0016829);carbon-carbon lyase activity(GO:0016830);metal ion binding(GO:0046872);iron-sulfur cluster binding(GO:0051536);4 iron, 4 sulfur cluster binding(GO:0051539)	thiamine biosynthetic process(GO:0009228);thiamine diphosphate biosynthetic process(GO:0009229)	cytosol(GO:0005829)
VIBCH|EnsemblGenome=VC_1099|UniProtKB=Q9KT06	VC_1099	UPF0208 membrane protein VC_1099;VC_1099;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575);plasma membrane(GO:0005886);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_1560|UniProtKB=Q9KRS6	VC_1560	Catalase-peroxidase;katG;ortholog	CATALASE-PEROXIDASE (PTHR30555:SF6)	peroxidase(PC00180)	Vibrio cholerae	catalase activity(GO:0004096);peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872)	response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);oxidation-reduction process(GO:0055114);cellular response to hydrogen peroxide(GO:0070301);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576);cytosol(GO:0005829)
VIBCH|EnsemblGenome=VC_0184|UniProtKB=Q9KVG2	VC_0184	Uncharacterized protein;VC_0184;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_A0082|UniProtKB=Q9KN83	VC_A0082	Transcriptional regulator, LysR family;VC_A0082;ortholog	SUBFAMILY NOT NAMED (PTHR30126:SF42)		Vibrio cholerae	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	transcription, DNA-templated(GO:0006351);regulation of transcription, DNA-templated(GO:0006355)	
VIBCH|EnsemblGenome=VC_A1082|UniProtKB=Q9KKM1	VC_A1082	Uncharacterized protein;VC_A1082;ortholog	DIGUANYLATE CYCLASE DGCM-RELATED (PTHR45138:SF9)		Vibrio cholerae	molecular_function(GO:0003674)	signal transduction(GO:0007165);biological_process(GO:0008150)	cellular_component(GO:0005575);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_2478|UniProtKB=Q9KP95	VC_2478	Cell division protein ZapA;VC_2478;ortholog	CELL DIVISION PROTEIN ZAPA (PTHR34981:SF1)		Vibrio cholerae	molecular_function(GO:0003674)	cell cycle(GO:0007049);biological_process(GO:0008150);cell division(GO:0051301)	cellular_component(GO:0005575);cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_0853|UniProtKB=Q9KTP8	VC_0853	NAD kinase;nadK;ortholog	NAD KINASE (PTHR20275:SF0)	nucleotide kinase(PC00172)	Vibrio cholerae	nucleotide binding(GO:0000166);molecular_function(GO:0003674);NAD+ kinase activity(GO:0003951);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	NADP biosynthetic process(GO:0006741);biological_process(GO:0008150);metabolic process(GO:0008152);phosphorylation(GO:0016310);NAD metabolic process(GO:0019674)	cellular_component(GO:0005575);cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_A0047|UniProtKB=Q9KNB8	VC_A0047	Uncharacterized protein;VC_A0047;ortholog	INNER MEMBRANE PROTEIN YIAV-RELATED (PTHR30386:SF18)		Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_1259|UniProtKB=Q9KSJ7	VC_1259	UPF0176 protein VC_1259;VC_1259;ortholog	SUBFAMILY NOT NAMED (PTHR43268:SF3)		Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_0089|UniProtKB=Q9KVQ2	VC_0089	Cytochrome c551 peroxidase;VC_0089;ortholog	CYTOCHROME C PEROXIDASE-RELATED (PTHR30600:SF7)	peroxidase(PC00180)	Vibrio cholerae	cytochrome-c peroxidase activity(GO:0004130);peroxidase activity(GO:0004601);electron transfer activity(GO:0009055);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872)	electron transport chain(GO:0022900);oxidation-reduction process(GO:0055114);cellular oxidant detoxification(GO:0098869)	
VIBCH|EnsemblGenome=VC_0807|UniProtKB=Q9KTT1	VC_0807	Uncharacterized protein;VC_0807;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_0840|UniProtKB=Q9KTQ7	VC_0840	Accessory colonization factor AcfB;VC_0840;ortholog	SUBFAMILY NOT NAMED (PTHR32089:SF92)		Vibrio cholerae		signal transduction(GO:0007165);pathogenesis(GO:0009405)	membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_2601|UniProtKB=Q9KNX9	VC_2601	Sodium-type flagellar protein MotX;VC_2601;ortholog			Vibrio cholerae	structural molecule activity(GO:0005198)		bacterial-type flagellum(GO:0009288)
VIBCH|EnsemblGenome=VC_1506|UniProtKB=Q9KRX7	VC_1506	Uncharacterized protein;VC_1506;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_1280|UniProtKB=Q9KSH6	VC_1280	Uncharacterized protein;VC_1280;ortholog	SUBFAMILY NOT NAMED (PTHR46471:SF6)		Vibrio cholerae	molecular_function(GO:0003674);catalytic activity(GO:0003824);hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds(GO:0016810);carbohydrate binding(GO:0030246)	carbohydrate metabolic process(GO:0005975);biological_process(GO:0008150)	cellular_component(GO:0005575);extracellular region(GO:0005576);membrane(GO:0016020)
VIBCH|EnsemblGenome=VC_A0102|UniProtKB=Q9KN63	VC_A0102	CbbY family protein;VC_A0102;ortholog	PSEUDOURIDINE-5'-PHOSPHATASE (PTHR18901:SF38)	phosphatase(PC00181)	Vibrio cholerae	2-deoxyglucose-6-phosphatase activity(GO:0003850);glucose-6-phosphatase activity(GO:0004346);hydrolase activity(GO:0016787)	metabolic process(GO:0008152);dephosphorylation(GO:0016311)	
VIBCH|EnsemblGenome=VC_0568|UniProtKB=Q9KUF3	VC_0568	Cell division protein ZapE;zapE;ortholog	AFG1-LIKE ATPASE (PTHR12169:SF6)		Vibrio cholerae	nucleotide binding(GO:0000166);molecular_function(GO:0003674);ATP binding(GO:0005524);hydrolase activity(GO:0016787);ATPase activity(GO:0016887)	cell cycle(GO:0007049);biological_process(GO:0008150);cell division(GO:0051301)	cellular_component(GO:0005575);cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_1751|UniProtKB=Q9KR91	VC_1751	Uncharacterized protein;VC_1751;ortholog	SUBFAMILY NOT NAMED (PTHR30221:SF1)		Vibrio cholerae	molecular_function(GO:0003674);mechanosensitive ion channel activity(GO:0008381)	biological_process(GO:0008150);cellular water homeostasis(GO:0009992);ion transmembrane transport(GO:0034220);transmembrane transport(GO:0055085)	cellular_component(GO:0005575);cell(GO:0005623);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_A0113|UniProtKB=Q9KN52	VC_A0113	Uncharacterized protein;VC_A0113;ortholog	SUBFAMILY NOT NAMED (PTHR37625:SF4)		Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_1370|UniProtKB=Q9KS89	VC_1370	GGDEF family protein;VC_1370;ortholog	DIGUANYLATE CYCLASE DGCE-RELATED (PTHR44757:SF5)		Vibrio cholerae		signal transduction(GO:0007165);biological_process(GO:0008150)	membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_0078|UniProtKB=Q9KVR1	VC_0078	Ferritin;VC_0078;ortholog	FERRITIN (PTHR11431:SF75)	storage protein(PC00210)	Vibrio cholerae	iron ion binding(GO:0005506);ferric iron binding(GO:0008199);metal ion binding(GO:0046872)	iron ion transport(GO:0006826);cellular iron ion homeostasis(GO:0006879);intracellular sequestering of iron ion(GO:0006880)	cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_2283|UniProtKB=Q9KPS9	VC_2283	Sodium-dependent transporter;VC_2283;ortholog	SUBFAMILY NOT NAMED (PTHR42948:SF1)		Vibrio cholerae	neurotransmitter:sodium symporter activity(GO:0005328);solute:sodium symporter activity(GO:0015370)	ion transport(GO:0006811);neurotransmitter transport(GO:0006836);sodium ion transmembrane transport(GO:0035725)	membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_2023|UniProtKB=Q9KQH5	VC_2023	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 1;fabH1;ortholog	3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE III, CHLOROPLASTIC (PTHR43091:SF1)	acetyltransferase(PC00038)	Vibrio cholerae	catalytic activity(GO:0003824);3-oxoacyl-[acyl-carrier-protein] synthase activity(GO:0004315);transferase activity(GO:0016740);transferase activity, transferring acyl groups(GO:0016746);beta-ketoacyl-acyl-carrier-protein synthase III activity(GO:0033818)	lipid metabolic process(GO:0006629);fatty acid metabolic process(GO:0006631);fatty acid biosynthetic process(GO:0006633);metabolic process(GO:0008152)	cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_A1030|UniProtKB=Q9KKS0	VC_A1030	Uncharacterized protein;VC_A1030;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_A0242|UniProtKB=Q9KMS8	VC_A0242	Hexulose-6-phosphate synthase SgbH, putative;VC_A0242;ortholog	3-KETO-L-GULONATE-6-PHOSPHATE DECARBOXYLASE SGBH (PTHR35039:SF6)		Vibrio cholerae	catalytic activity(GO:0003824);orotidine-5'-phosphate decarboxylase activity(GO:0004590);aldehyde-lyase activity(GO:0016832)	carbohydrate metabolic process(GO:0005975);'de novo' pyrimidine nucleobase biosynthetic process(GO:0006207);metabolic process(GO:0008152)	
VIBCH|EnsemblGenome=VC_A0374|UniProtKB=Q9KMH9	VC_A0374	Uncharacterized protein;VC_A0374;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_A0112|UniProtKB=Q9KN53	VC_A0112	Uncharacterized protein;VC_A0112;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_2407|UniProtKB=Q9KPG1	VC_2407	Peptidoglycan D,D-transpeptidase FtsI;ftsI;ortholog	PEPTIDOGLYCAN D,D-TRANSPEPTIDASE FTSI (PTHR30627:SF1)	hydrolase(PC00121)	Vibrio cholerae	catalytic activity(GO:0003824);carboxypeptidase activity(GO:0004180);peptidase activity(GO:0008233);penicillin binding(GO:0008658);peptidoglycan glycosyltransferase activity(GO:0008955);serine-type D-Ala-D-Ala carboxypeptidase activity(GO:0009002);hydrolase activity(GO:0016787)	proteolysis(GO:0006508);cell cycle(GO:0007049);regulation of cell shape(GO:0008360);peptidoglycan biosynthetic process(GO:0009252);FtsZ-dependent cytokinesis(GO:0043093);cell division(GO:0051301);cell wall organization(GO:0071555)	plasma membrane(GO:0005886);integral component of plasma membrane(GO:0005887);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_2598|UniProtKB=Q9KNY2	VC_2598	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB;rlmB;ortholog	23S RRNA (GUANOSINE-2'-O-)-METHYLTRANSFERASE RLMB (PTHR46429:SF1)	RNA methyltransferase(PC00033)	Vibrio cholerae	RNA binding(GO:0003723);methyltransferase activity(GO:0008168);RNA methyltransferase activity(GO:0008173);transferase activity(GO:0016740);rRNA (guanosine-2'-O-)-methyltransferase activity(GO:0070039)	enzyme-directed rRNA 2'-O-methylation(GO:0000453);rRNA processing(GO:0006364);RNA processing(GO:0006396);RNA modification(GO:0009451);methylation(GO:0032259)	cytoplasm(GO:0005737);cytosol(GO:0005829)
VIBCH|EnsemblGenome=VC_A1085|UniProtKB=Q9KKL8	VC_A1085	Uncharacterized protein;VC_A1085;ortholog	SUBFAMILY NOT NAMED (PTHR38032:SF1)		Vibrio cholerae	molecular_function(GO:0003674)	cell morphogenesis(GO:0000902);biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_0452|UniProtKB=Q9KUR3	VC_0452	A/G-specific adenine glycosylase;VC_0452;ortholog	ADENINE DNA GLYCOSYLASE (PTHR42944:SF3)	DNA glycosylase(PC00010);endodeoxyribonuclease(PC00093);glycosidase(PC00110)	Vibrio cholerae	DNA binding(GO:0003677);catalytic activity(GO:0003824);hydrolase activity(GO:0016787);DNA N-glycosylase activity(GO:0019104);4 iron, 4 sulfur cluster binding(GO:0051539)	DNA repair(GO:0006281);base-excision repair(GO:0006284)	
VIBCH|EnsemblGenome=VC_0849|UniProtKB=P0C6Q0	VC_0849	Ribosome association toxin RatA;ratA;ortholog	RIBOSOME ASSOCIATION TOXIN RATA (PTHR12901:SF15)		Vibrio cholerae	ribosomal large subunit binding(GO:0043023)	negative regulation of translational initiation(GO:0045947)	
VIBCH|EnsemblGenome=VC_A0108|UniProtKB=Q9KN57	VC_A0108	Uncharacterized protein;VC_A0108;ortholog	SUBFAMILY NOT NAMED (PTHR35565:SF1)		Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_2681|UniProtKB=Q9KNQ0	VC_2681	Malate oxidoreductase, putative;VC_2681;ortholog	NADP-DEPENDENT MALIC ENZYME (PTHR43237:SF4)	acyltransferase(PC00042);decarboxylase(PC00089);dehydrogenase(PC00092)	Vibrio cholerae	malic enzyme activity(GO:0004470);malate dehydrogenase (decarboxylating) (NAD+) activity(GO:0004471);malate dehydrogenase activity(GO:0016615);metal ion binding(GO:0046872);NAD binding(GO:0051287)	malate metabolic process(GO:0006108);oxidation-reduction process(GO:0055114)	
VIBCH|EnsemblGenome=VC_A0325|UniProtKB=Q9KML2	VC_A0325	Uncharacterized protein;VC_A0325;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_A0349|UniProtKB=Q9K3D4	VC_A0349	RelB protein;VC_A0349;ortholog			Vibrio cholerae	DNA-binding transcription factor activity(GO:0003700)	regulation of transcription, DNA-templated(GO:0006355)	
VIBCH|EnsemblGenome=VC_0926|UniProtKB=Q9KTH6	VC_0926	Uncharacterized protein;VC_0926;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_0739|UniProtKB=Q9KTZ1	VC_0739	S-adenosylmethionine:tRNA ribosyltransferase-isomerase;queA;ortholog	S-ADENOSYLMETHIONINE:TRNA RIBOSYLTRANSFERASE-ISOMERASE (PTHR30307:SF0)	isomerase(PC00135)	Vibrio cholerae	transferase activity(GO:0016740);isomerase activity(GO:0016853);S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity(GO:0051075)	tRNA wobble guanine modification(GO:0002099);tRNA modification(GO:0006400);queuosine biosynthetic process(GO:0008616)	cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_2594|UniProtKB=Q9KNY6	VC_2594	50S ribosomal protein L23;rplW;ortholog	RIBOSOMAL PROTEIN L23A (PTHR11620:SF55)	ribosomal protein(PC00202)	Vibrio cholerae	RNA binding(GO:0003723);structural constituent of ribosome(GO:0003735);rRNA binding(GO:0019843)	ribosomal large subunit assembly(GO:0000027);translation(GO:0006412)	intracellular(GO:0005622);ribosome(GO:0005840);cytosolic large ribosomal subunit(GO:0022625);ribonucleoprotein complex(GO:0030529)
VIBCH|EnsemblGenome=VC_A0026|UniProtKB=Q9KND9	VC_A0026	UPF0319 protein VC_A0026;VC_A0026;ortholog	UPF0319 PROTEIN YCCT (PTHR38108:SF1)		Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_A0244|UniProtKB=Q9KMS6	VC_A0244	Sugar isomerase SgaE, AraD/FucA family;VC_A0244;ortholog	L-RIBULOSE-5-PHOSPHATE 4-EPIMERASE SGBE (PTHR22789:SF8)	epimerase/racemase(PC00096)	Vibrio cholerae	aldehyde-lyase activity(GO:0016832);isomerase activity(GO:0016853)	carbohydrate metabolic process(GO:0005975);pentose catabolic process(GO:0019323)	cytosol(GO:0005829)
VIBCH|EnsemblGenome=VC_A0238|UniProtKB=Q9KMT2	VC_A0238	Sensor histidine kinase;VC_A0238;ortholog	SENSOR HISTIDINE KINASE GLRK (PTHR42878:SF7)	esterase(PC00097);protein kinase(PC00193);transcription factor(PC00218)	Vibrio cholerae	phosphorelay sensor kinase activity(GO:0000155);nucleotide binding(GO:0000166);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);transferase activity, transferring phosphorus-containing groups(GO:0016772)	phosphorelay signal transduction system(GO:0000160);signal transduction(GO:0007165);phosphorylation(GO:0016310);signal transduction by protein phosphorylation(GO:0023014)	intracellular(GO:0005622);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_0902|UniProtKB=Q9KTK0	VC_0902	NADPH-dependent 7-cyano-7-deazaguanine reductase;queF;ortholog	NADPH-DEPENDENT 7-CYANO-7-DEAZAGUANINE REDUCTASE (PTHR34354:SF1)		Vibrio cholerae	molecular_function(GO:0003674);oxidoreductase activity(GO:0016491);preQ1 synthase activity(GO:0033739);oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor(GO:0046857)	biological_process(GO:0008150);queuosine biosynthetic process(GO:0008616);oxidation-reduction process(GO:0055114)	cellular_component(GO:0005575);cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_1947|UniProtKB=Q9KQQ1	VC_1947	Transcriptional regulator, LysR family;VC_1947;ortholog	SUBFAMILY NOT NAMED (PTHR30537:SF70)		Vibrio cholerae	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	transcription, DNA-templated(GO:0006351);regulation of transcription, DNA-templated(GO:0006355)	
VIBCH|EnsemblGenome=VC_0809|UniProtKB=Q9KTS9	VC_0809	Uncharacterized protein;VC_0809;ortholog			Vibrio cholerae	molecular_function(GO:0003674);zinc ion binding(GO:0008270)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_2157|UniProtKB=Q9KQ47	VC_2157	4-hydroxy-tetrahydrodipicolinate synthase;dapA;ortholog	4-HYDROXY-2-OXOGLUTARATE ALDOLASE, MITOCHONDRIAL (PTHR12128:SF15)	lyase(PC00144)	Vibrio cholerae	catalytic activity(GO:0003824);4-hydroxy-tetrahydrodipicolinate synthase(GO:0008840);lyase activity(GO:0016829)	metabolic process(GO:0008152);cellular amino acid biosynthetic process(GO:0008652);lysine biosynthetic process(GO:0009085);lysine biosynthetic process via diaminopimelate(GO:0009089);diaminopimelate biosynthetic process(GO:0019877)	cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_1953|UniProtKB=Q9KQP5	VC_1953	Nucleoside permease;VC_1953;ortholog	CONCENTRATIVE NUCLEOSIDE TRANSPORTER 1-RELATED (PTHR10590:SF4)	transporter(PC00227)	Vibrio cholerae	nucleoside transmembrane transporter activity(GO:0005337)	nucleoside transport(GO:0015858);nucleoside transmembrane transport(GO:1901642)	integral component of plasma membrane(GO:0005887);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_2080|UniProtKB=Q9KQC0	VC_2080	Transcriptional regulator, AraC/XylS family;VC_2080;ortholog	HTH-TYPE TRANSCRIPTIONAL ACTIVATOR RHAS (PTHR43280:SF13)	RNA binding protein(PC00031);hydrolase(PC00121);transcription factor(PC00218)	Vibrio cholerae	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	transcription, DNA-templated(GO:0006351);regulation of transcription, DNA-templated(GO:0006355)	membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_0397|UniProtKB=Q9KUW2	VC_0397	Single-stranded DNA-binding protein;ssb;ortholog	SINGLE-STRANDED DNA-BINDING PROTEIN RIM1, MITOCHONDRIAL (PTHR10302:SF0)	DNA binding protein(PC00009)	Vibrio cholerae	DNA binding(GO:0003677);single-stranded DNA binding(GO:0003697)	DNA replication(GO:0006260);DNA repair(GO:0006281);DNA recombination(GO:0006310);cellular response to DNA damage stimulus(GO:0006974)	
VIBCH|EnsemblGenome=VC_2042|UniProtKB=Q9KQF6	VC_2042	Histone deacetylase/AcuC/AphA family protein;VC_2042;ortholog	HISTONE DEACETYLASE 12 (PTHR43497:SF1)	deacetylase(PC00087);nucleic acid binding(PC00171);reductase(PC00198)	Vibrio cholerae		biological_process(GO:0008150)	
VIBCH|EnsemblGenome=VC_2485|UniProtKB=Q9KP88	VC_2485	Transcriptional regulator, LysR family;VC_2485;ortholog	HTH-TYPE TRANSCRIPTIONAL REGULATOR LEUO (PTHR30118:SF6)	helix-turn-helix transcription factor(PC00116)	Vibrio cholerae	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	transcription, DNA-templated(GO:0006351);regulation of transcription, DNA-templated(GO:0006355)	
VIBCH|EnsemblGenome=VC_1541|UniProtKB=Q9KRU3	VC_1541	Uncharacterized protein;VC_1541;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_0932|UniProtKB=Q9KTH0	VC_0932	Uncharacterized protein;VC_0932;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_0941|UniProtKB=Q9KTG1	VC_0941	Serine hydroxymethyltransferase 1;glyA1;ortholog	SERINE HYDROXYMETHYLTRANSFERASE (PTHR11680:SF30)	methyltransferase(PC00155)	Vibrio cholerae	catalytic activity(GO:0003824);glycine hydroxymethyltransferase activity(GO:0004372);transferase activity(GO:0016740);pyridoxal phosphate binding(GO:0030170)	glycine biosynthetic process(GO:0006545);one-carbon metabolic process(GO:0006730);cellular amino acid biosynthetic process(GO:0008652);glycine biosynthetic process from serine(GO:0019264);tetrahydrofolate interconversion(GO:0035999)	cytoplasm(GO:0005737)
